captured_at,deck_id,card_entries,total_copies,updated_at
2026-08-13T08:15:14.997410+00:00,0f3800af0f,0,0,2026-08-13T05:32:28.056+00:00
2026-08-13T08:15:14.997410+00:00,0f7aaf0dee,0,0,2026-08-11T20:13:45.287+00:00
2026-08-13T08:15:14.997410+00:00,0f867a5ea7,0,0,2026-08-06T13:08:43.76+00:00
2026-08-13T08:15:14.997410+00:00,10a304039a,0,0,2026-08-10T13:38:54.081+00:00
2026-08-13T08:15:14.997410+00:00,10cc56d03f,0,0,2026-08-08T22:33:24.351+00:00
2026-08-13T08:15:14.997410+00:00,10fb79f224,0,0,2026-08-12T12:10:16.745+00:00
2026-08-13T08:15:14.997410+00:00,11d0b19365,0,0,2026-08-09T21:21:01.423+00:00
2026-08-13T08:15:14.997410+00:00,11e92e312b,0,0,2026-08-10T03:44:11.403+00:00
2026-08-13T08:15:14.997410+00:00,1204a25881,0,0,2026-08-07T05:34:49.841+00:00
2026-08-13T08:15:14.997410+00:00,124207d2e1,0,0,2026-08-08T09:39:27.522+00:00
2026-08-13T08:15:14.997410+00:00,12635cb105,0,0,2026-08-06T07:10:41.091+00:00
2026-08-13T08:15:14.997410+00:00,12805bb7ce,0,0,2026-08-04T10:53:46.079+00:00
2026-08-13T08:15:14.997410+00:00,12abe32f8c,0,0,2026-08-10T17:53:25.724+00:00
2026-08-13T08:15:14.997410+00:00,12b9d8a34a,0,0,2026-08-12T23:19:47.506+00:00
2026-08-13T08:15:14.997410+00:00,12c3a3b003,0,0,2026-08-09T14:26:45.944+00:00
2026-08-13T08:15:14.997410+00:00,12f100fe9b,0,0,2026-08-12T22:27:33.922+00:00
2026-08-13T08:15:14.997410+00:00,132545fca7,0,0,2026-08-11T22:23:37.06+00:00
2026-08-13T08:15:14.997410+00:00,1327d479fc,0,0,2026-07-15T00:13:07.123+00:00
2026-08-13T08:15:14.997410+00:00,1359915843,0,0,2026-08-08T19:15:01.309+00:00
2026-08-13T08:15:14.997410+00:00,136d6b8a6e,0,0,2026-08-12T05:33:14.084+00:00
2026-08-13T08:15:14.997410+00:00,13b5fdfa20,0,0,2026-08-12T17:19:36.91+00:00
2026-08-13T08:15:14.997410+00:00,13f66d20fa,0,0,2026-08-13T04:40:44.302+00:00
2026-08-13T08:15:14.997410+00:00,148ac351c4,0,0,2026-08-11T16:43:02.225+00:00
2026-08-13T08:15:14.997410+00:00,150348a7e5,0,0,2026-08-06T07:25:33.734+00:00
2026-08-13T08:15:14.997410+00:00,151a2c970d,0,0,2026-08-13T04:39:08.711+00:00
2026-08-13T08:15:14.997410+00:00,15245db56c,0,0,2026-08-10T00:50:14.94+00:00
